product_code,fit,sub_category_class_raw,class_name,main_category,category,sub_category,main_category_en,category_en,sub_category_en,sub_category_class_en
M101441-88641,Renkli Denim,Colored Denims,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Colored Denims
M1010840-89107,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1011044-89571,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M100328-82212,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M101453-86458,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M101065-34716,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M100980-87797,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M1010858-91143,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101225-86889,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1072887590,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1010593-88337,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101114-86011,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M1018987612,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010938-89230,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M101441-86787,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1017088782,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M1074687783,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1010733-88457,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M100328-81360,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1010763-88582,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101437-89192,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1070483512,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M101077-30503,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1010595-86719,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M1010458-80668,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010353-87461,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1012566-89482,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M101153-88980,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M101437-85292,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010623-88896,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1074689953,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M101072-84808,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101077-86883,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1010615-86396,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1074690508,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M101298-83471,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1010755-90064,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1013688115,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101441-90523,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M100328-84072,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1070484214,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1010754-88187,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M101225-85718,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1074690056,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1010809-88162,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010857-88744,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M1072885017,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M101225-88485,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1070488996,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1012570-88270,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010381-84401,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101153-90052,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M101072-89263,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101441-84804,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M101225-86715,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101213-83825,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1012690-91138,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M1010152-89686,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1073489701,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M101560-83397,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010763-89244,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101432-83831,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M101441-89978,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010235-85863,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1074688338,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1081188723,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
B1010394-88489,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1067883648,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1072884210,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M101453-84409,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M101225-83679,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M100277-86454,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1072884976,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M1070491123,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1010125-83757,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010200-86888,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1020585267,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M101441-88776,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M101354-85535,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M101225-88779,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101441-84775,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1081183386,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M100980-33430,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M101072-84308,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M100484-90077,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101225-84783,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101225-84341,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1072884236,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M101225-88481,Other,Fashion Woven Pants,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Fashion Woven Pants
M100328-84498,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1070487594,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M101225-86720,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1070491136,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M101225-91212,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101077-84412,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1013686812,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010251-86852,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101114-84766,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M1010763-91067,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010754-87502,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M1012568-89482,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010600-87482,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M1012599-89821,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101298-85129,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1010435597,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010349-89225,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010627-87795,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1020524752,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M101441-84803,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010857-89996,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M101047-83756,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M101072-83750,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010600-87474,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M1074686322,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1010720-87992,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1070487593,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1067085701,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M101077-85157,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M101441-89980,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1020586013,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M101048-87808,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M100277-83772,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1010152-89937,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101077-90535,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1081183003,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010627-87925,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1087286143,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1010600-87702,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M101225-85004,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010600-89936,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M100328-83382,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1010349-84805,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1070486293,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1010381-88744,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101048-85610,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1067886448,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1072883435,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M1067284766,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1010339-85722,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1020580534,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M1020586397,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M1010339-88340,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M101048-84207,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M101114-89967,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M101225-84434,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010616-90003,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1073485695,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M1012577-90538,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M100277-88209,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1010152-86884,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010152-88362,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010763-91357,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010573-87643,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101225-85606,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M100980-30860,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M1010736-88599,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M101077-83659,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1013689985,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1072886880,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1010200-85720,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M100277-87640,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1010762-90529,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M101225-87598,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1013687403,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1073484309,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
B1010396-84348,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010914-89356,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010349-90534,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010627-88689,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M101114-89983,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M101048-89975,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M100328-88779,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M101108-29154,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M101114-83390,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M101441-86813,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1073490042,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M101225-80680,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010152-89673,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101114-88720,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M1010609-87604,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M1012651-91218,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M101047-87056,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010616-88745,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101225-89220,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010600-88335,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M101077-88206,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1012644-90503,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101441-88771,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1013689954,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1087288891,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1010623-88786,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M101225-87459,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M100328-30085,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M101339-35246,Other,Büyük Beden,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Curvy
M1010349-87465,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101441-86207,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010349-87778,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010338-86276,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101072-83605,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010339-84997,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M100980-84433,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M1067289956,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1010807-88161,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M1010200-86306,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010640-88000,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M101437-80890,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1072885700,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1010600-89036,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
